protein	cancer	group	nsnp_colocalization	h0	h1	h2	h3	h4
8877_22_EVA1C_F176C	overall	Female	5697	4.52481933930705e-10	0.991651811403449	6.67851082770285e-13	0.00146358237692869	0.00688460576647377
8885_6_CACNA2D3_CA2D3	overall	Female	5254	3.79967190571365e-145	0.986144889192362	1.84153371963526e-147	0.00477931944106405	0.00907579136657577
8890_9_TMEM132B_T132B	overall	Female	6773	1.83830192860146e-62	0.989107274149134	5.67740114963852e-65	0.00305467486105488	0.00783805098979924
8892_14_PEAR1_PEAR1	overall	Female	5101	0.0256325330231121	0.960041446947777	5.56555520499233e-05	0.00208440239213795	0.0121859620849226
8893_29_PARP1_PARP	overall	Female	5527	0.0132735285532421	0.93776395373139	2.66341335535829e-05	0.00188120924060426	0.0470546743412097
8894_80_HNRNPAB_hnRNP_A_B	overall	Female	5734	4.55157852675007e-09	0.984773516239381	1.63548003575142e-11	0.0035383861155148	0.0116880930771717
8900_28_NEO1_NEO1	overall	Female	4189	2.47687363413969e-86	0.99058520461533	6.88313320695781e-89	0.00275273022058786	0.00666206516408481
8909_77_GNPDA1_GNPI1	overall	Female	5676	4.54825204217035e-57	0.951968655360388	1.30057496356884e-59	0.00272170607110233	0.0453096385685058
8916_32_STIM1_STIM1	overall	Female	6822	1.37462852986112e-21	0.975113987940159	3.38861916062235e-24	0.00240354453667998	0.0224824675231628
8923_94_GALNT16_GLTL1	overall	Female	5738	6.23335133052043e-82	0.988960464143034	1.86515221333846e-84	0.00295910070298473	0.00808043515399046
8925_25_RRM2B_RIR2B	overall	Female	5993	1.09423922043573e-63	0.883945066686291	2.69266839783205e-66	0.00217404455324587	0.11388088876047
8932_1_ENTPD6_ENTP6	overall	Female	5106	8.99372146283492e-39	0.977114921918355	1.59929507801853e-41	0.00173732852943051	0.0211477495522198
8956_96_SCARF2_SREC_II	overall	Female	5139	6.45218956763232e-48	0.987352774069737	1.15766134825605e-50	0.00177141412051512	0.0108758118097497
8957_72_ERLEC1_XTP3B	overall	Female	6726	6.5905829949982e-13	0.97337263657836	2.35684200261736e-15	0.00348062222311485	0.0231467411978626
8958_51_CHL1_CHL1	overall	Female	3339	1.04480352669056e-146	0.985321047349727	1.73062192019368e-149	0.00163196413872798	0.0130469885115532
8963_8_VTI1B_Vti1_rp1	overall	Female	5216	0.887866203341434	0.105786081714613	0.00180153987002642	0.00021460371464472	0.00433157135928195
8970_9_RIPK2_RIPK2	overall	Female	4973	3.11087282914454e-05	0.974259596454077	5.55369747492844e-08	0.00173906092473537	0.0239701783559214
8973_23_FCRL4_FCRL4	overall	Female	6152	0	0.972947284376115	0	0.00244228987291003	0.0246104257499161
8974_172_COL15A1_COFA1	overall	Female	5171	5.66648204627458e-65	0.9641288040212	1.58114757287453e-66	0.0269024912435457	0.00896870473524687
8982_65_THBS3_TSP3	overall	Female	3181	2.07379098091385e-23	0.96482601858577	2.34265735225624e-26	0.00108957457503139	0.0340844068392022
8992_1_TMEM2_TMEM2	overall	Female	5443	1.79920982153898e-69	0.980590611978928	6.86892051615164e-72	0.00374348618459749	0.0156659018364828
9002_36_SERPINA11_SPA11	overall	Female	7082	5.42527626828611e-149	0.98322890581376	1.05993065232091e-151	0.0019207757115174	0.0148503184747187
9005_16_PLXNA1_PLXA1	overall	Female	6091	9.26601259008385e-174	0.885444753524857	2.45794960461475e-176	0.00234765368999728	0.112207592785133
9015_1_PRG3_PRG3	overall	Female	5476	2.67401780508615e-15	0.7908704168463	4.46234640752717e-18	0.00131771031226892	0.207811872841427
9017_58_LCT_LPH	overall	Female	3997	0	0.076994531954536	0	0.00995895675637333	0.913046511289243
9018_38_PCDH10_PCD10	overall	Female	6633	1.98752602244883e-55	0.980726275253128	3.87383921150433e-58	0.00191133639305055	0.0173623883538255
9021_1_HAVCR1_TIM_1	overall	Female	6002	0	0.991058790221624	0	0.00192630751638713	0.00701490226206554
9026_40_BTNL8_BTNL8	overall	Female	4597	2.06683831653378e-71	0.991372311604016	4.26852355269582e-74	0.00204735901350031	0.00658032938248727
9076_25_PENK_PENK	overall	Female	6280	0	0.98296603380237	0	0.00142414964968179	0.0156098165479658
9092_33_ANGPTL1_ANGL1	overall	Female	5539	7.82550537181035e-12	0.98754548493908	1.29644308165165e-14	0.00163594782724362	0.0108185672258386
9094_5_CLEC4C_CLC4C	overall	Female	141	8.95557704793207e-12	0.989334837953938	4.60340163687887e-16	5.07482629884872e-05	0.0106144137741172
9126_171_NT5DC3_NT5D3	overall	Female	6183	1.81173651661941e-89	0.985490644067982	4.60694106508982e-92	0.00250581682450624	0.0120035391075075
9172_69_MMP8_MMP_8	overall	Female	6709	9.46974812865715e-128	0.951199532615209	2.31863752125795e-129	0.0232895610144556	0.0255109063703106
9173_21_PGM1_PGM1	overall	Female	5384	9.7755266839508e-22	0.99047540352378	1.53041360379836e-24	0.00155056513109702	0.00797403134512578
9175_48_DSCAM_DSCAM	overall	Female	7503	1.2163509931606e-71	0.980902705827647	2.55974373144054e-74	0.00206408543496805	0.0170332087373924
9183_7_IFNAR1_IFN_a_b_R1	overall	Female	4865	0	0.950021779593653	0	0.0015323797051796	0.0484458407013858
9185_15_TFF1_TFF1	overall	Female	7944	0	0.990051099950003	0	0.00226744618505932	0.00768145386490863
9191_8_TFF2_Trefoil_factor_2	overall	Female	7903	4.05029005959112e-18	0.988733261170912	9.12625127572671e-21	0.00222775701206035	0.00903898181702723
9197_4_LGALS9_LEG9	overall	Female	3362	1.3248488468407e-38	0.982147315833507	1.45518229466486e-41	0.00107859938655824	0.0167740847799368
9204_33_POMC_Corticotropin_lipotropin	overall	Female	4365	6.10891183811023e-11	0.957057182882517	8.0208406902755e-14	0.00125617406151495	0.0416866429947968
9211_19_SERPINF1_PEDF	overall	Female	6405	1.08327582356993e-224	0.95279918267292	4.60593986829387e-226	0.0405116444053004	0.0066891729217969
9212_22_CTSF_CATF	overall	Female	3102	2.43444909201095e-90	0.973365933687826	3.59347761170265e-93	0.00143652840428866	0.0251975379078947
9213_24_FTCD_FTCD	overall	Female	5266	0	0.975031523179463	0	0.00316210561783338	0.0218063712026239
9216_100_PLXNB2_PLXB2	overall	Female	5521	0	0.988406621614246	0	0.0025460617789791	0.0090473166068066
9223_11_MANF_ARMET	overall	Female	2811	3.86710135841275e-06	0.987905682200954	4.5380162476258e-09	0.00115919105778887	0.0109312551018832
9231_23_IMPAD1_IMPA3	overall	Female	6266	1.01741423646467e-277	0.978654692740156	1.56241711131183e-280	0.0015026966418026	0.0198426106180003
9233_71_TFPI2_TFPI__2	overall	Female	4398	0.000970792423826935	0.98010782319306	2.0428708187462e-06	0.00206230495341101	0.0168570365588829
9234_8_TWSG1_TWSG1	overall	Female	7144	1.81281043576191e-23	0.979644429669939	1.160799845411e-25	0.0062728322319377	0.0140827380981254
9241_40_SIRPG_SIRPG	overall	Female	6848	5.42155270503396e-61	0.989068422095063	1.37431690820745e-63	0.00250711900476274	0.00842445890016968
9244_27_PPT1_PPT1	overall	Female	5038	7.7726535586863e-64	0.742150125905874	1.98173308441831e-66	0.00188964290872025	0.255960231185395
9248_36_MYDGF_CS010	overall	Female	6443	0.127298452184093	0.851500033649461	0.000600076339039576	0.00401374799336231	0.0165876898340438
9249_17_TMEM9_TMEM9	overall	Female	5880	9.9001435172269e-08	0.990941542886843	2.37688666147618e-10	0.00237904592528897	0.00667931194874586
9251_28_MAN2B2_MA2B2	overall	Female	8485	0	0.981152612692407	0	0.00306834180445119	0.0157790455028425
9256_78_NPTX1_NPTX1	overall	Female	7356	0	0.942237917211271	0	0.00372547736090859	0.0540366054278357
9257_14_TACO1_TACO1	overall	Female	3524	0.996781389596207	0.00131883469829913	0.00183728283526286	2.43029583663448e-06	6.00625743944939e-05
9263_57_SIAE_SIAE	overall	Female	6146	5.09338233741745e-36	0.964677326513645	1.20338635528872e-38	0.00227886137407557	0.0330438121122837
9264_11_CTSO_CATO	overall	Female	6489	2.2522831771351e-66	0.988290341944737	8.13964187243311e-69	0.00357155185363938	0.00813810620161741
9265_10_GLIPR1_GLIP1	overall	Female	5306	2.51460824552711e-19	0.988399852596367	4.51149837644396e-22	0.00177320551982857	0.00982694188380274
9266_1_TREM1_sTREM_1	overall	Female	6374	1.52327762427915e-277	0.987356208644344	8.55668761236012e-280	0.00554619222963534	0.00709759912596519
9267_2_CPA4_CBPA4	overall	Female	5289	0	0.840306648792354	0	0.153677993849741	0.00601535735796078
9278_9_EPYC_Epiphycan	overall	Female	7024	2.04231465873131e-07	0.991208212865077	3.80443188649804e-10	0.00184635715740754	0.00694522536560658
9282_12_CRISP2_CRIS2	overall	Female	5242	0	0.992133913876793	0	0.00167682982955645	0.00618925629387143
9288_7_FKBP7_FKBP7	overall	Female	5474	3.35851920322554e-218	0.989708117725402	8.13902320710614e-221	0.0023983761134287	0.00789350616117393
9312_8_AZGP1_AZGP1	overall	Female	3635	7.2387469869492e-150	0.97155016779714	1.73557977456424e-152	0.0023291513617525	0.0261206808411301
9313_27_CBLN1_CBLN1	overall	Female	3020	1.61239224223585e-61	0.936884920418077	1.89414435687175e-64	0.0010999776058805	0.0620151019760352
9314_9_PSG5_PSG5	overall	Female	5017	0	0.990191013729049	0	0.00167207610840684	0.00813691016256055
9316_67_WFDC1_WFDC1	overall	Female	10744	0	0.976611533530906	0	0.00563064792102979	0.0177578185480986
9321_400_NMB_NMB	overall	Female	4704	2.12001803139925e-52	0.988161402018919	1.00370889229302e-54	0.00467831495585634	0.00716028302523028
9322_15_RCN1_RCN1	overall	Female	4628	5.034254778291e-43	0.988868831357055	1.24382536594885e-45	0.00244313498706293	0.00868803365588461
9329_28_TREML1_TRML1	overall	Female	6267	1.50010573249411e-47	0.945218954408484	8.46473722087056e-50	0.00533314960488158	0.0494478959866363
9335_28_PSG9_PSG9	overall	Female	5068	1.02330211772345e-93	0.991781630622882	1.75846047632364e-96	0.0017042299718361	0.00651413940527261
9337_43_TAC1_TKN1	overall	Female	5610	1.3472891464255e-72	0.988786267608577	2.61308094398464e-75	0.00191766801918509	0.00929606437224046
9339_204_FKBP2_FKBP2	overall	Female	3626	0.105691587039693	0.871709777872321	0.00126791580376268	0.010457247755198	0.0108734715290249
9340_17_FKBP14_FKB14	overall	Female	5552	0.994023705603573	0.00394812349356297	0.00192165835961143	7.63157012564821e-06	9.88809731269923e-05
9343_16_IL2RB_IL_2_sRb	overall	Female	6148	1.36370763634043e-23	0.900384582491521	3.85661393745866e-26	0.00254534908031224	0.0970700684281683
9348_1_C1RL_C1RL1	overall	Female	1786	2.40938981000492e-24	0.960349416643901	7.12514755974637e-27	0.00283961704927236	0.0368109663068275
9350_3_FSTL4_FSTL4	overall	Female	4974	0.000840675926986105	0.985144163057446	1.4965812901841e-06	0.00175364276315169	0.0122600216711257
9357_4_CREG1_CREG1	overall	Female	5682	1.38312566744345e-73	0.988505651590281	3.01366136093901e-76	0.00215373929139165	0.00934060911832326
9359_9_DLK2_EGFL9	overall	Female	4785	1.47530036007275e-76	0.990467196591659	2.61796407245659e-79	0.00175753554817889	0.00777526786017476
9360_33_EDIL3_EDIL3	overall	Female	4517	1.29181177080429e-06	0.989520730295622	2.95373968593617e-09	0.00226246624181374	0.00821550869705432
9370_69_GGH_GGH	overall	Female	5390	0	0.986393031850739	0	0.00111168308585807	0.0124952850633611
9380_2_PLA2G12B_sPLA_2__XIII	overall	Female	3248	1.63379205515462e-19	0.842230713107443	5.87918708185815e-22	0.00302921279473378	0.154740074097824
9383_24_CHI3L2_CH3L2	overall	Female	6044	3.34727707088473e-05	0.976945687354038	6.47078333625378e-08	0.00188836967485372	0.0211324054925658
9384_17_CAMP_Cathelicidin_peptide	overall	Female	2189	6.31879767843751e-12	0.962115620643553	3.36439562780837e-15	0.000511897398939544	0.0373724819511864
9388_18_MCEE_MCEE	overall	Female	6130	1.74056326275922e-08	0.966219230307071	3.53863611947822e-11	0.0019640449450605	0.0318167073068482
9394_19_CPQ_Aminopeptidase	overall	Female	4735	0	0.967145308638958	0	0.001165966010256	0.0316887253507485
9398_30_GALP_GALP	overall	Female	6866	2.20405670776399e-07	0.963774285502652	1.19891376680649e-09	0.00524221525704064	0.0309832776357217
9409_11_TPSAB1_TRYB1	overall	Female	7180	0	0.988442589055937	0	0.00286715030336554	0.00869026064077597
9416_77_CPM_CBPM	overall	Female	6017	1.43017205811113e-20	0.989292812418846	5.53045912116218e-23	0.00382551526381606	0.0068816723173406
9468_8_LMAN2_Lectin__mannose_binding_2	overall	Female	4543	6.18770252480103e-22	0.990158931179175	1.40367202120752e-24	0.00224608630938858	0.00759498251143807
9470_15_METTL24_MET24	overall	Female	5409	2.51053944193524e-32	0.969333037343057	4.48545297208286e-35	0.00173156862074931	0.0289353940361946
9478_69_PRPSAP1_KPRA	overall	Female	6237	1.20666957072578e-14	0.988848755350023	3.08485677339886e-17	0.00252791053960627	0.00862333411036041
9482_110_NUDT9_NUDT9	overall	Female	5525	7.54159886169442e-29	0.987925766959881	1.47530871500479e-31	0.0019325066682401	0.0101417263718848
9484_75_DSG2_Desmoglein_2	overall	Female	5445	7.63719478370045e-111	0.914377896479017	4.46735915475735e-113	0.00534782929092188	0.0802742742300655
9525_1_PTK7_PTK7	overall	Female	4854	1.59991497227855e-16	0.987670885136081	2.84467714812785e-19	0.00175599058981141	0.0105731242741063
9545_156_GZMK_Granzyme_K	overall	Female	6169	5.59710650862958e-61	0.98765700265518	1.06320272032509e-63	0.00187600687157142	0.0104669904732409
9557_5_MANSC1_MANS1	overall	Female	5657	1.899021642585e-157	0.985537640729859	3.97415140097932e-160	0.00206234633079998	0.0124000129393644
9574_11_BIN1_BIN1	overall	Female	6021	6.1940136386008e-46	0.991310578911028	1.28097978482362e-48	0.00205005633154822	0.00663936475742513
9578_263_MANSC4_MANS4	overall	Female	5822	0	0.990951012697347	0	0.00154083897604264	0.00750814832673412
9580_5_LAMC2_Laminin_gamma_2	overall	Female	5297	0	7.50698341194371e-06	0	0.999991998458152	4.94558525774811e-07
9595_11_B4GALT2_B4GT2	overall	Female	4386	3.79188689423436e-117	0.941796113523809	5.5598373745623e-120	0.00138033614725904	0.0568235503289443
9638_2_TIGIT_TIGIT	overall	Female	4230	1.37723629087715e-11	0.966891720455703	3.56182250159001e-13	0.0250057709796333	0.00810250855053471
9713_67_PDGFRL_PGFRL	overall	Female	9712	0	0.937805893923705	0	0.00282301489156082	0.0593710911846468
9715_15_IGSF3_IGSF3	overall	Female	4917	2.02656123416737e-29	0.989173797916432	6.26941238329398e-32	0.00306005116822009	0.00776615091534517
9744_139_DNAJA4_DNJA4	overall	Female	5642	3.09830987604348e-09	0.991182074050813	7.10287960199944e-12	0.00227222079493871	0.00654570204883515
9747_48_MARK3_MARK3	overall	Female	5993	0.0090604996083042	0.967504407137445	3.20754664834336e-05	0.00342490441017027	0.0199781133775975
9754_33_NQO2_Quinone_reductase_2	overall	Female	6566	0	0.970009810720195	0	0.0159065613369476	0.0140836279430889
9759_13_IDO1_INDO	overall	Female	5675	0.000359180683256016	0.988949804340415	9.01421328829621e-07	0.0024818455051094	0.00820826804989032
9765_4_NDE1_NDE1	overall	Female	2830	8.83521527373172e-09	0.991527563276855	7.05865908023703e-12	0.000792077639936907	0.00768035024093493
9769_48_DNER_DNER	overall	Female	6204	5.90809982850568e-92	0.988304346987002	9.49153820218531e-95	0.00158763926567614	0.0101080137473094
9772_153_NLGN2_NLGN2	overall	Female	5651	2.03487847280539e-43	0.987161672867014	3.9826801533687e-46	0.00193197152761236	0.0109063556053757
9790_28_BRSK2_BR_serine_threonine_kinase_2	overall	Female	6994	9.22917262449175e-62	0.97198354338941	1.97762094553372e-63	0.0208275265567394	0.00718893005384686
9793_145_IGDCC4_IGDC4	overall	Female	4640	1.53882546985968e-194	0.95284896526014	2.31037251860924e-197	0.00143013781745898	0.0457208969224234
9796_4_CEL_CEL	overall	Female	6403	7.50992334339294e-254	0.938070617550993	2.85639319722194e-256	0.00356736029606856	0.0583620221529574
9816_37_ISOC1_ISOC1	overall	Female	5773	3.90741647050216e-77	0.991223278531015	9.57698007646633e-80	0.00242940000002526	0.00634732146894792
9826_135_FHIT_Fragile_histidine_triad_protein	overall	Female	7437	5.62781856450533e-12	0.990558768995766	1.48848512469994e-14	0.00261983144320117	0.00682139955538911
9832_33_HGD_HGD	overall	Female	5178	5.25635364508109e-32	0.988643141162169	1.73962274694634e-34	0.00327189476902347	0.00808496406880118
9834_62_ADH1B_ADH1B	overall	Female	6059	0.00220801177529145	0.974329839416235	3.81945221193113e-06	0.0016851927822705	0.0217731365739907
9837_60_NQO1_NAD_P_H_dehydrogenase	overall	Female	3793	0	0.989986107466781	0	0.00215200665325739	0.00786188588030789
9838_4_SMAD1_SMAD1	overall	Female	3910	0.0494272925609058	0.916350788841356	0.000233371705698512	0.00432626741764044	0.0296622794743993
9839_148_TIRAP_Tirap	overall	Female	6277	1.87174441423105e-61	0.916391464405265	4.56758470834258e-64	0.00223544011217084	0.0813730954825549
9841_197_PAICS_Multifunctional_protein_ADE2	overall	Female	6772	1.00526247399969e-10	0.978301776552378	2.04918503725054e-13	0.00199402975382863	0.0197041935930632
9843_5_ACTN1_ACTN1	overall	Female	4882	0.993398624428694	0.00360490897844444	0.00271196392593698	9.83860290969773e-06	0.000274664064014554
9848_22_CCNH_Cyclin_H	overall	Female	3959	1.93978595448888e-14	0.948547180697788	8.34852536271383e-16	0.040823831925891	0.0106289873763019
9863_1_TPM4_Tropomyosin_4	overall	Female	6221	2.86812938931319e-09	0.934588056628566	1.26348631171732e-10	0.041170815667393	0.0242411247095626
9867_23_FBP2_F16P2	overall	Female	5318	1.31829965194928e-47	0.981279973016989	2.08976271488258e-50	0.00155534897968737	0.0171646780033169
9870_17_WARS_SYWC	overall	Female	5620	7.90177312903255e-148	0.987663267439273	4.15318413922948e-150	0.00519110190471661	0.00714563065600621
9876_20_ALDOC_aldolase_C	overall	Female	3305	5.0061653019864e-45	0.954835633440959	6.11853131956682e-48	0.00116655938687709	0.0439978071721574
9877_28_CRKL_CRKL	overall	Female	4366	0.728181051049613	0.257973627703421	0.00174158097859992	0.000616877241149422	0.0114868630272169
9883_29_GLO1_Glyoxalase_I	overall	Female	6006	1.07189759650117e-20	0.987911179411807	2.20774874911016e-23	0.00203466441891371	0.0100541561692757
9884_8_PPIL1_PPIL1	overall	Female	5725	0	0.969761670523802	0	0.00590499676606209	0.024333332709949
9886_28_XRCC4_XRCC4	overall	Female	4820	1.65017801398369e-28	0.987321532117873	4.17022411813929e-31	0.0024949938644544	0.0101834740176744
9901_28_EGLN1_EGLN1	overall	Female	5981	1.46742797375246e-90	0.9747967396188	2.89019805169001e-93	0.0019196948800717	0.0232835655011163
9906_21_SPOCK3_TICN3	overall	Female	6017	0	0.973010429483257	0	0.00190450156555511	0.0250850689511311
9916_146_LRRC4B_LRC4B	overall	Female	5862	3.51528878269343e-11	0.888049621653979	2.01790132822298e-13	0.00509665350449681	0.10685372480617
9931_20_KRT1_Keratin_1	overall	Female	5984	9.95839907083605e-12	0.979505747700518	2.10910086187112e-14	0.00207432235741514	0.0184199299320882
9940_35_DUSP28_DUS28	overall	Female	7189	1.00216028182564e-97	0.977587934794343	2.41932567930829e-100	0.00235980479522931	0.0200522604104374
9950_229_LAG3_LAG_3	overall	Female	2906	3.78694662246453e-43	0.986183022384781	1.30819030159556e-45	0.00340663804033787	0.0104103395748763
9960_2_TBC1D5_TBCD5	overall	Female	5334	0.963871136459457	0.0278601678289204	0.00728906369829816	0.000210678708543174	0.000768953304781365
9962_1_CDHR5_MUCDL	overall	Female	4975	0.0029065374337811	0.967213878663556	6.44274083210391e-05	0.021439544982252	0.00837561151208952
9964_10_MYZAP_MYZAP	overall	Female	6237	2.34736851363575e-10	0.980185478910636	5.97983635834115e-13	0.00249681386636177	0.0173177069876683
9981_18_KIAA1467_K1467	overall	Female	6027	1.0736391508053e-68	0.971913432254213	1.90693900095522e-71	0.00172599575071992	0.026360571995077
9986_14_NPW_Neuropeptide_W	overall	Female	5815	0	0.989819231800503	0	0.00162736052808089	0.00855340767122993
9995_6_DUT_DUT	overall	Female	4191	0.000147947410986808	0.924454025104371	1.9960213969056e-06	0.0124715728862671	0.062924458576978
10015_119_KCNAB2_KCAB2	overall	Male	6105	8.23791875546076e-09	0.975013953897378	1.73360962001107e-11	0.00205161605544817	0.0229344217919202
10037_98_SIGLEC12_SIG12	overall	Male	7312	0	0.988810501236615	0	0.00279628754840305	0.00839321121520398
10042_8_SGK3_SGK3	overall	Male	4409	6.66411893001195e-08	0.966445884573728	1.44258237074237e-10	0.00209175157513377	0.0314622970656911
10070_22_PLCG2_PLCG2	overall	Male	9756	3.9678786898876e-35	0.987158126089072	1.4646055159821e-37	0.00364366164447215	0.00919821226644909
10075_75_ACBD6_ACBD6	overall	Male	6050	0.0260695056961306	0.955265908787382	4.36972265577105e-05	0.00160102896972609	0.0170198593202037
10080_9_EIF2B1_EI2BA	overall	Male	5035	1.90901814841038e-06	0.816495368536867	4.13628779471606e-09	0.00176729093321606	0.18173542737548
10088_37_APRT_APT	overall	Male	7800	2.27077362902439e-69	0.972321947923984	7.2484623738748e-72	0.00310347140359826	0.024574580672418
10336_3_STUB1_CHIP	overall	Male	5892	0.993237341440958	0.00360557191499973	0.00297315080819107	1.07911662886235e-05	0.000173144669562171
10346_5_STAT3_STAT3	overall	Male	3734	7.71673496551175e-71	0.163135324578197	3.38443650262727e-72	0.0071465571689795	0.829718118252819
10366_11_PDGFRA_PDGFRA	overall	Male	5527	8.37367729715588e-19	0.98052050629655	2.03615664469533e-21	0.00238407825119025	0.0170954154522578
10370_21_STAT1_STAT1	overall	Male	4332	0.990128646257786	0.0079971873966371	0.00164091178948407	1.32513091266206e-05	0.000220003246965956
10372_18_STAT6_STAT6	overall	Male	3391	9.38730279807073e-30	0.883131035835985	2.27613192902456e-31	0.0214122542258667	0.0954567099381463
10396_6_MCL1_Mcl_1	overall	Male	3684	4.0292475914948e-73	0.952381503441475	7.57736159224208e-76	0.00179058058392038	0.0458279159745916
10424_31_NPDC1_NPDC1	overall	Male	5226	0.000774062264773814	0.982245215894636	2.6015740924452e-06	0.00330112699448348	0.0136769932720141
10440_26_CLMP_ACAM	overall	Male	6332	1.18341369197116e-133	0.991384379182813	2.75345197130271e-136	0.00230659373793681	0.00630902707927547
10442_1_TMEM190_TM190	overall	Male	7375	0	0.911458424688563	0	0.0038593047277447	0.0846822705845886
10445_20_APOM_ApoM	overall	Male	15524	2.8829986178593e-112	0.000294603515592059	9.78292673831885e-109	0.999682965988267	2.24304961294696e-05
10451_11_NUCB1_NUCB1	overall	Male	5740	8.35062388022196e-49	0.987987026865029	2.986996977453e-51	0.00353391974055041	0.00847905339441794
10462_14_INSL5_INSL5	overall	Male	5405	8.55385215526319e-05	0.990344219559387	1.16378228228624e-07	0.00134731662235581	0.00822280891847662
10490_3_RPN1_RPN1	overall	Male	4797	8.58284590367483e-71	0.98593228859824	5.2055536528289e-73	0.00597966463046717	0.00808804677129797
10499_1_TMEM106A_T106A	overall	Male	3272	0.000190104532565335	0.946333959418617	8.30746571079079e-06	0.0413541633357884	0.0121134652473177
10511_10_COL6A3_Collagen_alpha_3_VI_	overall	Male	6567	8.80784722402777e-46	0.990534600694338	1.73035378475608e-48	0.00194588872961762	0.0075195105760459
10512_13_CSF2RB_IL3RB	overall	Male	6239	0	0.988503031529637	0	0.00528934303782447	0.00620762543241522
10514_5_PTGDS_PGD2_synthase	overall	Male	5297	4.04348939773603e-58	0.972965562504029	1.36581915718101e-60	0.00328626799372295	0.0237481695022547
10521_10_MXRA8_MXRA8	overall	Male	4141	9.98164215059833e-14	0.971749372262182	2.14282117068578e-16	0.00208585313784487	0.0261647745998737
10554_23_GLB1_BGAL	overall	Male	5894	0.0760010657151913	0.902367150920815	0.000135084066445426	0.00160366573953564	0.0198930335580126
10558_26_PCDH9_PCDH9	overall	Male	4745	1.33253732641753e-97	0.985028744292237	1.6578843476011e-100	0.00122539199162574	0.0137458637161489
10561_5_PGLYRP3_PGRP_I_alpha	overall	Male	4154	0.00616706841038162	0.9594752687488	6.66000142516087e-05	0.0103614207858912	0.0239296420406754
10565_19_SLITRK3_SLIK3	overall	Male	5398	0	0.988891466055837	0	0.00131516316008634	0.00979337078417121
10571_14_MGAT1_MGAT1	overall	Male	4927	0.000468881714457464	0.990021841984473	6.17956630733288e-07	0.00130470452594557	0.00820395381849322
10603_1_HTN3_HIS3	overall	Male	6881	4.57187732878532e-70	0.971477289102479	6.67241288917235e-73	0.00141754861395157	0.0271051622835666
10605_22_APMAP_APMAP	overall	Male	5764	2.29770501952708e-31	0.981079583429994	1.11101374982192e-33	0.00474369130791136	0.0141767252620981
10613_33_CASC4_CASC4	overall	Male	3258	0.0680363479200899	0.884197780081866	7.07551740276894e-05	0.000919063779846607	0.04677605304417
10627_87_APLP2_APLP2	overall	Male	5717	1.80353392063211e-55	0.981513545078008	4.68629706803581e-58	0.00255020245541354	0.0159362524665761
10666_7_GNPTG_GNPTG	overall	Male	6960	3.16001100441114e-253	0.981409063046563	1.46273785398954e-255	0.0045427050481643	0.0140482319052254
10668_5_STX4_STX4	overall	Male	2579	0.988753099025306	0.00963646606066126	0.00103269810818721	1.0059080825295e-05	0.000567677725020209
10672_75_SFTPB_SP_B	overall	Male	5521	0	0.9923409585305	0	0.00116148462760035	0.00649755684192246
10708_3_GNRH2_GON2	overall	Male	5889	1.92874288118701e-76	0.497785235489334	4.43146854119216e-79	0.00113869773093962	0.501076066779712
10714_7_ACE_ACE	overall	Male	3425	0	0.752283437573638	0	0.00149895021386035	0.246217612212294
10722_13_SYK_KSYK	overall	Male	6519	7.52424531975694e-19	0.985430421924657	1.65042081127888e-21	0.00216138821241917	0.0124081898629221
10737_96_SERPINB1_Serpin_B1	overall	Male	6381	1.05386966120105e-13	0.948403318815105	3.09347819516744e-16	0.00278340924566739	0.0488132719391217
10754_113_PROK2_Prokineticin_2	overall	Male	5215	0	0.979456624998914	0	0.00226381432622107	0.0182795606747537
10772_21_CSGALNACT2_CGAT2	overall	Male	6603	5.01522388494393e-35	0.982170094509269	1.90166858443952e-37	0.00372404365606892	0.0141058618346597
10800_15_SERPINH1_Collagen_binding_protein	overall	Male	4548	1.45931396483276e-52	5.2375285229847e-09	2.7862644579835e-44	0.999999994719403	4.3064160861426e-11
10809_14_KLRB1_KLRB1	overall	Male	2524	0.000333945427377815	0.900687197253817	2.08012329718411e-07	0.00056004772784943	0.0984186015786258
10818_36_SMPD1_ASM	overall	Male	7303	0	0.988993596114584	0	0.00282114587258191	0.00818525801287458
10832_24_B4GALT6_B4GT6	overall	Male	5221	0	0.948926651139155	0	0.00164266020553027	0.049430688655425
10833_64_HHIP_HHIP	overall	Male	4037	1.08042430908407e-64	0.00027929388885127	6.95531646377355e-66	7.98263652126748e-06	0.999712723474618
10835_25_A4GNT_A4GCT	overall	Male	4096	2.98717216528215e-07	0.980315738857015	4.33963454563787e-10	0.0014239777131851	0.0182599842786207
10851_77_EBI3_IL27B	overall	Male	6332	0	0.960858543821816	0	0.00380492861405825	0.0353365275643665
10892_8_OSMR_OSMR	overall	Male	5442	1.07017168896424e-35	0.943816383602577	5.69131346979796e-37	0.05019333385264	0.00599028254478927
10902_53_ASPRV1_APRV1	overall	Male	4703	2.5980318277787e-07	0.990926872233452	6.08037534416935e-10	0.00231907546001524	0.00675379189531273
10903_50_STX8_STX8	overall	Male	6149	4.21521460988453e-05	0.989121608664308	1.06642235935613e-07	0.00250233112299185	0.00833380142436492
10908_2_GALNT13_GLT13	overall	Male	5950	0.000738705051943071	0.764975200737006	0.000214960257624446	0.222604652683404	0.0114664812700227
